imdb;year;budget;domgross;intgross;budget_2013;domgross_2013;intgross_2013;bechdel
tt0286244;2003;0,002;0,007301288;0,014440113;0,002532174;0,009244066;0,018282439;1
tt0252444;2002;0,007;0,0061996;0,016866928;0,009066255;0,008029593;0,021845695;1
tt1017460;2009;0,03;0,01701017;0,022461001;0,032571948;0,018468479;0,024386618;1
tt0417148;2006;0,033;0,034020814;0,062020814;0,038141279;0,039321133;0,07168343;1
tt0983193;2011;0,13;0,077591831;0,373993951;0,134639802;0,080361144;0,387342089;0
tt0963966;2010;0,16;0,063150991;0,215150991;0,170917095;0,067459899;0,229831139;0
tt0091225;1986;0,03;0,016295774;0,016295774;0,063712942;0,03460839;0,03460839;0
tt0383694;2004;0,011;0,003753806;0,013353855;0,013565122;0,004629167;0,016467879;1
tt0989757;2010;0,025;0,080014842;0,11136241;0,026705796;0,085474402;0,118960872;0
tt0204946;2000;0,01;0,06835355;0,09045355;0,013529084;0,092476091;0,122375366;1
tt1144884;2009;0,04;0,0664777;0,187384627;0,043429264;0,072176939;0,20344941;1
tt1854564;2013;0,09;0,068559554;0,200859554;0,09;0,068559554;0,200859554;1
tt1980209;2013;0,026;0,049875291;0,081275291;0,026;0,049875291;0,081275291;0
tt0338526;2004;0,17;0,120150546;0,300150546;0,209642789;0,148168797;0,370143515;1
tt1142988;2009;0,038;0,088915214;0,205230042;0,041257801;0,096538057;0,222824741;0
tt0112642;1995;0,055;0,100328194;0,2823;0,08408287;0,153379682;0,431574441;1
tt0120382;1998;0,06;0,125618201;0,2484;0,085747939;0,17952503;0,354996466;0
tt0376994;2006;0,21;0,234362462;0,459359555;0,242717233;0,270875277;0,530926095;1
tt0848537;2013;0,1;0,107518682;0,268418682;0,1;0,107518682;0,268418682;1
tt0118883;1997;0,08;0,07611899;0,142783718;0,11609905;0,11046678;0,207213175;0
tt0457939;2006;0,085;0,06328;0,205190324;0,098242689;0,073138793;0,237158227;1
tt1931533;2012;0,0135;0,015024049;0,023492318;0,013697621;0,01524398;0,023836212;0
tt0372588;2004;0,02;0,032774834;0,050274834;0,024663858;0,040417692;0,061998567;0
tt0404032;2005;0,018;0,075072454;0,1445877;0,021474596;0,089563925;0,172497916;1
tt0408790;2005;0,055;0,089706988;0,225706988;0,065616822;0,107023409;0,269275914;1
tt0280707;2001;0,018;0,041300105;0,041300105;0,023685227;0,054344576;0,054344576;1
tt1327773;2013;0,03;0,116632095;0,151513429;0,03;0,116632095;0,151513429;1
tt0068646;1972;0,007;0,134966411;0,2685;0,039004975;0,752051643;1,496119403;0
tt1605783;2011;0,03;0,056816662;0,154816662;0,031070724;0,058844493;0,16034219;1
tt0110622;1994;0,03;0,051041856;0,051041856;0,047149941;0,080220683;0,080220683;0
tt0405159;2004;0,03;0,100492203;0,232016402;0,036995786;0,123926269;0,286120974;1
tt0096874;1989;0,04;0,118450002;0,332;0,075183554;0,222637302;0,624023495;1
tt0120915;1999;0,115;0,474544677;1,007044677;0,160823133;0,663632711;1,408313741;1
tt1274300;2010;0,02;0,000277943;0,000277943;0,021364637;0,000296908;0,000296908;1
tt1129423;2008;0,0005;0,033456317;0,033473297;0,000541128;0,03620831;0,036226687;0
tt0866439;2008;0,04;0,046012734;0,106548738;0,043290252;0,049797572;0,115313044;0
tt1320253;2010;0,082;0,103068524;0,268268174;0,087595011;0,110101079;0,286572606;0
tt1035736;2009;0,023;0,006113834;0,050813834;0,024971827;0,006637983;0,055170185;1
tt0087363;1984;0,011;0,148168459;0,148168459;0,024655884;0,332111304;0,332111304;0
tt0339291;2004;0,1;0,118627117;0,201627117;0,123319288;0,146290116;0,248645124;1
tt0104940;1992;0,012;0,027281507;0,027281507;0,019924167;0,045296775;0,045296775;0
tt0765443;2007;0,05;0,017181265;0,055367342;0,056177174;0,019303898;0,062207616;1
tt1376195;2010;0,0099;0,000458054;0,000458054;0,010575495;0,000489308;0,000489308;0
tt1217613;2011;0,07;0,083552429;0,212005201;0,072498355;0,086534481;0,219571833;0
tt1430607;2011;0,085;0,046462469;0,147624649;0,088033717;0,048120751;0,152893489;0
tt0096487;1988;0,013;0,044726644;0,044726644;0,025605411;0,088095701;0,088095701;0
tt1478964;2011;0,013;0,001024175;0,005406422;0,01346398;0,001060729;0,005599381;1
tt1313092;2010;0,0042;0,001044039;0,008078683;0,004486574;0,001115276;0,008629906;0
tt0438488;2009;0,2;0,125322469;0,371628539;0,217146319;0,136066564;0,403488847;0
tt1139328;2010;0,045;0,015541549;0,065532491;0,048070433;0,016601978;0,070003894;0
tt0780521;2009;0,105;0,104400899;0,270997378;0,114001818;0,113351355;0,294230416;1
tt1278340;2009;0,0008;0,000046742;0,00219402;0,000868585;0,000050749;0,002382117;0
tt1289406;2009;0,0073;0,001818681;0,00629414;0,007925841;0,001974599;0,006833747;0
tt0102943;1991;0,000023;0,001227508;0,001227508;0,000039349;0,00210007;0,00210007;1
tt0117057;1996;0,042;0,041267469;0,041267469;0,062376927;0,061288998;0,061288998;1
tt0320691;2003;0,022;0,05197069;0,095708457;0,027853913;0,065799413;0,121175229;0
tt0125439;1999;0,042;0,116089678;0,363728226;0,058735405;0,162347007;0,508660113;1
tt0076759;1977;0,011;0,460998007;0,7979;0,042274609;1,77168279;3,066446442;0
tt0402022;2005;0,055;0,025857987;0,047953341;0,065616822;0,030849435;0,057209924;1
tt1345836;2012;0,275;0,448139099;1,079343943;0,279025606;0,454699213;1,09514399;0
tt0450278;2005;0,0048;0,047326473;0,08224111;0,005726559;0,05646205;0,098116369;0
tt1716777;2012;0,016;0,012431792;0,012431792;0,016234217;0,012613776;0,012613776;1
tt0360201;2004;0,035;0,016862585;0,041666476;0,043161751;0,02079482;0,051382801;1
tt0097815;1989;0,011;0,049793054;0,049793054;0,020675477;0,093590469;0,093590469;0
tt0103060;1991;0,025;0,078656813;0,078656813;0,042771009;0,134569251;0,134569251;1
tt0306047;2003;0,045;0,110000082;0,1552;0,056973913;0,139269669;0,196496696;1
tt1152850;2008;0,0003;0,000865695;0,001416046;0,000324677;0,000936904;0,001532525;1
tt0081398;1980;0,018;0,023380203;0,023380203;0,050899822;0,066113787;0,066113787;0
tt1007029;2011;0,014;0,029959436;0,115592104;0,014499671;0,031028712;0,119717677;1
tt0489018;2008;0,018;#VALUE!;#VALUE!;0,019480614;#VALUE!;#VALUE!;1
tt0364725;2004;0,03;0,114326736;0,167791704;0,036995786;0,140986916;0,206919534;1
tt0067116;1971;0,0022;0,041158757;0,041158757;0,012659931;0,236848653;0,236848653;0
tt0267804;2001;0,049;0,043905746;0,043905746;0,064476452;0,057773198;0,057773198;0
tt0167260;2003;0,094;0,377845905;1,141408667;0,119012174;0,478385772;1,445122625;0
tt1133985;2011;0,2;0,116601172;0,231201172;0,207138157;0,12076276;0,239452924;0
tt0472062;2007;0,075;0,066661095;0,119512771;0,084265761;0,074896639;0,134277795;1
tt0251075;2001;0,08;0,038311134;0,098341932;0,105267677;0,050411551;0,129402834;1
tt1013860;2010;0,02;0,001186538;0,006090697;0,021364637;0,001267498;0,006506276;0
tt0335266;2003;0,004;0,044585453;0,112550685;0,005064348;0,05644906;0,142498954;0
tt0208092;2000;0,01;0,030093107;0,083593107;0,013529084;0,040713217;0,113093815;0
tt1194417;2010;0,0125;0,002039869;0,002080869;0,013352898;0,002179053;0,002222851;0
tt0116209;1996;0,035;0,078716374;0,231716374;0,051980772;0,116906798;0,344137032;1
tt1204975;2013;0,028;0,063914167;0,112914167;0,028;0,063914167;0,112914167;0
tt1053424;2010;0,032;0,013942007;0,018195238;0,034183419;0,014893296;0,019436733;1
tt0363282;2004;0,04;0,014018364;0,021215882;0,049327715;0,017287347;0,026163275;0
tt0430634;2006;0,02;0,026910736;0,030399714;0,023115927;0,03110333;0,035135878;1
tt0118842;1997;0,00025;0,012006514;0,015155095;0,00036281;0,017424311;0,021993652;1
tt0796366;2009;0,14;0,257730019;0,385680446;0,152002424;0,279825625;0,418745446;1
tt1403177;2011;0,007;0,000382946;0,000382946;0,007249836;0,000396614;0,000396614;0
tt0244970;2001;0,023;0,027338033;0,038684906;0,030264457;0,03597264;0,050903377;1
tt1284575;2011;0,019;0,100292856;0,216412265;0,019678125;0,103872387;0,224136189;1
tt0332375;2004;0,005;0,00888616;0,010228228;0,006165964;0,010958349;0,012613378;1
tt0978759;2008;0,001;0,002511476;0,006030129;0,001082256;0,002718061;0,006526145;1
tt0451176;2006;0,0004;0,001692693;0,002522787;0,000462319;0,001956408;0,002915828;1
tt0092991;1987;0,0035;0,005923044;0,005923044;0,007176391;0,012144594;0,012144594;0
tt0390221;2004;0,0032;0,006529624;0,014441158;0,003946217;0,008052286;0,017808733;1
tt0446755;2006;0,0194;0,008060487;0,015118795;0,022422449;0,009316281;0,017474248;0
tt0173716;2000;0,01;0,001276984;0,001953882;0,013529084;0,001727642;0,002643423;1
tt0109707;1994;0,018;0,005828466;0,005828466;0,028289965;0,009160394;0,009160394;1
tt0171804;1999;0,002;0,011540607;0,020741;0,002796924;0,016139101;0,029005501;1
tt0295701;2002;0,07;0,14193;0,2672;0,090662545;0,183824786;0,346071886;0
tt0795368;2007;0,021;0,042739347;0,048977233;0,023594413;0,048019515;0,055028051;1
tt1265990;2011;0,016;0,037300107;0,040497461;0,016571053;0,038631377;0,041942847;1
tt0377109;2005;0,05;0,075941727;0,161941727;0,059651656;0,090600996;0,193201845;1
tt0414982;2006;0,025;0,054098051;0,112798051;0,028894909;0,06252633;0,130371575;1
tt0300471;2003;0,05;0,06047022;0,088316835;0,063304348;0,076560557;0,111816793;0
tt1027718;2010;0,07;0,052474616;0,137431619;0,074776229;0,056055056;0,146808831;0
tt1714210;2011;0,00019;0,000484592;0,001577585;0,000196781;0,000501887;0,00163389;0
tt0110322;1994;0,03;0,066502573;0,160502573;0,047149941;0,104519746;0,252256228;1
tt1421051;2010;0,007;0,001785645;0,014385645;0,007477623;0,001907483;0,015367204;0
tt0120791;1998;0,06;0,046850558;0,068336997;0,085747939;0,066955646;0,097662611;1
tt0301357;2003;0,0064;0,004063859;0,079384539;0,008102957;0,005145199;0,100507729;1
tt0144084;2000;0,008;0,015070285;0,028674417;0,010823267;0,020388715;0,038793859;0
tt0112864;1995;0,09;0,100012499;0,364480746;0,137590151;0,152897054;0,557210677;0
tt0498353;2007;0,0075;0,017544812;0,033606409;0,008426576;0,019712359;0,037758262;1
tt1430132;2013;0,115;0,132556852;0,416456852;0,115;0,132556852;0,416456852;1
tt0092675;1988;0,0015;0,011806119;0,011806119;0,002954471;0,023253887;0,023253887;0
tt0080455;1980;0,027;0,05722989;0,05722989;0,076349732;0,161832844;0,161832844;0
tt0790628;2013;0,032;0,022537881;0,024255957;0,032;0,022537881;0,024255957;0
tt0120184;1998;0,073;0,037068294;0,050168294;0,104326659;0,052975497;0,07169713;0
tt0420223;2006;0,03;0,04043519;0,04523519;0,03467389;0,046734845;0,052282667;1
tt0457572;2006;0,008;0,00029811;0,000419801;0,009246371;0,000344554;0,000485204;0
tt0366920;2003;0,028;0,038372662;0,120918508;0,035450435;0,048583127;0,153093346;1
tt1120985;2010;0,001;0,009737892;0,01656624;0,001068232;0,010402326;0,017696585;0
tt0435761;2010;0,2;0,41500488;1,063759456;0,213646368;0,443321427;1,136341723;0
tt0089457;1985;0,02;0,0184;0,0184;0,043301115;0,039837026;0,039837026;0
tt1321870;2013;0,06;0,046000903;0,104100903;0,06;0,046000903;0,104100903;0
tt0114369;1995;0,03;0,100125643;0,328125643;0,045863384;0,153070026;0,501631742;0
tt1314655;2010;0,01;0,033679655;0,063354114;0,010682318;0,03597768;0,067676882;1
tt0134119;1999;0,04;0,081292135;0,128792135;0,055938481;0,113683964;0,18011091;0
tt0158811;1999;0,024;0,016304786;0,016304786;0,033563089;0,022801624;0,022801624;1
tt1291584;2011;0,025;0,013657115;0,024215385;0,02589227;0,014144548;0,025079651;0
tt0472181;2011;0,11;0,142614158;0,563066551;0,113925987;0,147704169;0,583162839;1
tt1702439;2013;0,028;0,07139912;0,093943623;0,028;0,07139912;0,093943623;1
tt0117887;1996;0,0025;0,025857416;0,034557416;0,003712912;0,038402527;0,051323462;1
tt0436697;2006;0,015;0,056441711;0,128885873;0,017336945;0,065235123;0,148965821;0
tt0832266;2008;0,007;0,032241649;0,055863786;0,007575794;0,034893728;0,060458935;1
tt0117765;1996;0,05;0,033109743;0,113309743;0,074258246;0,049173429;0,168283656;0
tt0978764;2011;0,075;0,036392502;0,089758389;0,077676809;0,037691379;0,092961937;1
tt0103893;1992;0,007;0,014231669;0,014231669;0,011622431;0,023629512;0,023629512;1
tt0118655;1997;0,018;0,053883989;0,067683989;0,026122286;0,078198499;0,098225585;0
tt0212985;2001;0,087;0,165092266;0,35010028;0,114478598;0,217235991;0,460678038;1
tt0087182;1984;0,045;0,027447471;0,027447471;0,10086498;0,061521969;0,061521969;0
tt0424774;2005;0,05;0,039177684;0,069425966;0,059651656;0,046740275;0,082827477;0
tt0418763;2005;0,072;0,06264754;0,09694754;0,085898385;0,074740591;0,115661627;0
tt0454876;2012;0,12;0,124987022;0,607987022;0,121756628;0,126816653;0,61688708;0
tt1193138;2009;0,03;0,083823381;0,166842739;0,032571948;0,091009693;0,181146433;0
tt0342272;2005;0,008;0,000023106;0,000446438;0,009544265;0,000027566;0,000532615;0
tt0340855;2003;0,005;0,03446921;0,058003694;0,006330435;0,043641017;0,07343772;1
tt0409459;2009;0,138;0,107509799;0,184068357;0,14983096;0,116726786;0,199848831;0
tt0069089;1972;0,000012;0,000413802;0,000413802;0,000066866;0,002305762;0,002305762;1
tt1701990;2011;0,01;#VALUE!;#VALUE!;0,010356908;#VALUE!;#VALUE!;1
tt0100405;1990;0,014;0,178406268;0,432645872;0,024961656;0,318093987;0,771396947;1
tt1496025;2012;0,07;0,062321039;0,16037993;0,0710247;0,06323333;0,162727662;1
tt0442933;2007;0,15;0,082195215;0,194995215;0,168531522;0,092349898;0,219085603;1
tt0477080;2010;0,095;0,081562942;0,169511609;0,101482025;0,087128132;0,181077698;0
tt0300556;2003;0,08;0,019480739;0,026703184;0,101286957;0,02466431;0,033808553;0
tt0075148;1976;0,001;0,117235147;0,225;0,004091827;0,479705967;0,920661128;0
tt0094721;1988;0,015;0,073326666;0,073326666;0,029544705;0,144427648;0,144427648;1
tt0119874;1997;0,05;0,04126314;0,062967368;0,072561906;0,059882642;0,091380645;0
tt0236348;2001;0,022;0,01425283;0,01425283;0,028948611;0,018754529;0,018754529;1
tt0892791;2010;0,165;0,238736787;0,756244673;0,176258254;0,255026238;0,80784464;0
tt0377062;2004;0,075;0,02100918;0,03400918;0,092489466;0,025908371;0,041939879;0
tt0381849;2007;0,048;0,053606916;0,071171825;0,053930087;0,060229701;0,07996464;0
tt0485985;2012;0,058;0,049876377;0,050365498;0,058849037;0,050606496;0,051102777;0
tt1532503;2010;0,0032;0,005790894;0,011564267;0,003418342;0,006186017;0,012353318;0
tt0146316;2001;0,094;0,131144183;0,274644183;0,12368952;0,172565543;0,361389438;0
tt0993846;2013;0,1;0,115702857;0,365702857;0,1;0,115702857;0,365702857;0
tt0120855;1999;0,145;0,171091819;0,448191819;0,202776994;0,239265412;0,62677924;0
tt0417225;2006;0,015;0,012669914;0,012669914;0,017336945;0,01464384;0,01464384;1
tt0120082;1997;0,024;0,101363301;0,101363301;0,034829715;0,147102287;0,147102287;1
tt0118570;1997;0,003;0,024646936;0,027788649;0,004353714;0,035768573;0,040327947;0
tt1234719;2012;0,065;0,044806783;0,04816415;0,065951507;0,04546269;0,048869204;0
tt1038988;2007;0,0021;#VALUE!;0,027117954;0,002359441;#VALUE!;0,030468201;1
tt0371746;2008;0,186;0,318604126;0,582443126;0,201299674;0,344811326;0,630352749;0
tt0297181;2002;0,07;0,033561137;0,060279822;0,090662545;0,043467687;0,078073173;0
tt0211443;2001;0,014;0,013121555;0,016951798;0,018421843;0,017265945;0,022305955;1
tt1392214;2013;0,046;0,061002302;0,113402302;0,046;0,061002302;0,113402302;1
tt0068156;1972;0,004;#VALUE!;#VALUE!;0,022288557;#VALUE!;#VALUE!;0
tt1815862;2013;0,13;0,060522097;0,244373198;0,13;0,060522097;0,244373198;0
tt0253126;2001;0,01;0,000226792;0,000226792;0,01315846;0,000298423;0,000298423;1
tt0424345;2006;0,005;0,024148068;0,025894473;0,005778982;0,027910249;0,029928737;0
tt0390384;2004;0,000007;0,00042476;0,000565846;0,000008632;0,000523811;0,000697797;0
tt0968264;2010;0,025;0,011538204;0,015907411;0,026705796;0,012325477;0,016992803;0
tt0120831;1998;0,005;0,005502773;0,005502773;0,007145662;0,007864191;0,007864191;1
tt0283003;2002;0,0045;0,000410241;0,001022649;0,005828306;0,000531336;0,001324514;1
tt0871426;2008;0,03;0,060494212;0,064391484;0,032467689;0,065470243;0,06968809;1
tt0970179;2011;0,18;0,073864507;0,185033215;0,186424342;0,076500789;0,191637196;0
tt0081505;1980;0,019;0,044017374;0,044017374;0,053727589;0,124470916;0,124470916;0
tt0191754;2000;0,043;0,037035515;0,062063972;0,05817506;0,050105659;0,083966868;1
tt2425486;2013;0,03;0,004167493;0,004967493;0,03;0,004167493;0,004967493;1
tt0417741;2009;0,25;0,301959197;0,934416487;0,271432899;0,327846641;1,014525504;1
tt0256380;2001;0,04;0,070836296;0,070836296;0,052633838;0,093209654;0,093209654;1
tt0144120;1998;0,025;0,032404188;0,050692188;0,035728308;0,046309872;0,072445844;0
tt1272878;2013;0,061;0,07561246;0,132493015;0,061;0,07561246;0,132493015;0
tt0780504;2011;0,015;0,035060689;0,078054825;0,015535362;0,036312033;0,080840663;0
tt0962736;2009;0,035;0,011001272;0,031878891;0,038000606;0,011944429;0,034611919;1
tt0077975;1978;0,003;0,1416;0,1416;0,010712118;0,505611968;0,505611968;0
tt0337978;2007;0,11;0,134529403;0,383531464;0,123589783;0,151149634;0,430914277;0
tt0097742;1989;0,042;0,034667015;0,156167015;0,078942731;0,065159735;0,293529779;0
tt1092026;2011;0,04;0,037412945;0,100179814;0,041427631;0,038748242;0,10375531;1
tt0758758;2007;0,02;0,018354356;0,056395211;0,02247087;0,020621917;0,063362472;0
tt0120844;1998;0,07;0,070187658;0,1178;0,100039262;0,10030745;0,168351786;1
tt0117589;1996;0,0045;0,013417292;0,013417292;0,006683242;0,019926891;0,019926891;1
tt1564349;2011;0,037;0,072286779;0,096068724;0,038320559;0,074866751;0,099497492;0
tt1201167;2009;0,0725;0,051855045;0,071880305;0,078715541;0,056300661;0,078042718;0
tt0490166;2006;0,000825;#VALUE!;0,000610776;0,000953532;#VALUE!;0,000705933;1
tt0298148;2004;0,07;0,441226247;0,937008132;0,086323501;0,544117065;1,155511754;1
tt0367089;2005;0,0015;0,007372734;0,011191423;0,00178955;0,008795916;0,013351738;0
tt0087995;1984;0,0015;0,0023;0,0023;0,003362166;0,005155321;0,005155321;0
tt0327554;2004;0,1;0,040202379;0,082145379;0,123319288;0,049577287;0,101301096;1
tt0114436;1995;0,04;0,020350754;0,037750754;0,061151178;0,031111815;0,057712577;1
tt0109686;1994;0,016;0,127175374;0,2464;0,025146635;0,199877046;0,387258182;0
tt0486655;2007;0,07;0,038634938;0,135556675;0,078648044;0,043408033;0,152303819;1
tt0147800;1999;0,013;0,038177966;0,060414025;0,018180006;0,053390436;0,08448672;1
tt0976051;2008;0,0325;0,034194407;0,11301929;0,03517333;0,037007113;0,12231584;0
tt1905041;2013;0,16;0,23867985;0,788128122;0,16;0,23867985;0,788128122;1
tt1125849;2008;0,006;0,026238243;0,046634275;0,006493538;0,028396504;0,050470238;0
tt0120461;1997;0,09;0,047546796;0,1201;0,130611431;0,069001723;0,174293699;1
tt0087298;1984;0,0026;0,03298088;0,03298088;0,005827754;0,073924796;0,073924796;1
tt0304669;2002;0,065;0,139225854;0,172825854;0,084186649;0,180322432;0,223840454;0
tt0110357;1994;0,0793;0,42278014;0,95288014;0,124633011;0,664468621;1,497608078;0
tt0088161;1984;0,008;0,062599495;0,062599495;0,017931552;0,140313263;0,140313263;0
tt0072271;1974;0,00014;0,026572439;0,026572439;0,000661322;0,125520924;0,125520924;0
tt0429589;2006;0,045;0,028142535;0,049610898;0,052010836;0,032527039;0,057340095;0
tt0808151;2009;0,15;0,133375846;0,490875846;0,162859739;0,14481037;0,532959416;0
tt0464049;2006;0,0037;0,002730296;0,013425589;0,004276446;0,003155666;0,015517247;0
tt0198021;2000;0,015;0,033771174;0,040862054;0,020293626;0,045689304;0,055282615;1
tt0286716;2003;0,137;0,132177234;0,245229234;0,173453913;0,167347872;0,310481535;0
tt0117060;1996;0,08;0,180981886;0,457697994;0,118813194;0,268787949;0,679757008;0
tt1131734;2009;0,016;0,016204793;0,032832166;0,017371706;0,017594056;0,03564692;1
tt0096895;1989;0,035;0,251188924;0,411348924;0,065785609;0,472131898;0,773166847;0
tt0383222;2005;0,025;0,00240542;0,00360542;0,029825828;0,002869746;0,004301386;0
tt00293564;2007;0,18;0,140125968;0,253025968;0,202237827;0,157437618;0,284285677;0
tt0083944;1982;0,014;0,047212904;0,125212904;0,033785752;0,11393739;0,302172295;0
tt0434409;2005;0,05;0,070511035;0,129231542;0,059651656;0,084122001;0,154177511;1
tt0098546;1989;0,005;0,006157157;0,006157157;0,009397944;0,011572924;0,011572924;0
tt1226273;2010;0,06;0,04331389;0,081208697;0,06409391;0,046269276;0,086749716;0
tt1057500;2009;0,049;0,037491364;0,124491364;0,053200848;0,040705558;0,135164207;0
tt0118971;1997;0,057;0,061007424;0,153007424;0,082720573;0,0885363;0,222050207;1
tt0117571;1996;0,015;0,103046663;0,173046663;0,022277474;0,15304129;0,257002834;1
tt0268380;2002;0,065;0,176387405;0,386116343;0,084186649;0,228453301;0,500089862;0
tt0116705;1996;0,06;0,060592389;0,129832389;0,089109896;0,089989691;0,19282251;0
tt0147004;1998;0,006;0,004595;0,021787233;0,008574794;0,006566863;0,031136839;1
tt0260866;2001;0,05;0,054997476;0,104488383;0,065792298;0,072368206;0,137490616;1
tt0120616;1999;0,08;0,155385488;0,416385488;0,111876962;0,217300705;0,582299294;0
tt1727388;2013;0,005;0,02150269;0,026161443;0,005;0,02150269;0,026161443;1
tt0087538;1984;0,04;0,176591618;0,359091618;0,08965776;0,395820224;0,804883755;1
tt0114814;1995;0,006;0,023341568;0,034449356;0,009172677;0,03568411;0,052665468;0
tt0217505;2002;0,097;0,0777305;0,1904;0,125632384;0,100674928;0,246602123;0
tt1315981;2009;0,007;0,009176;0,028142379;0,007600121;0,009962673;0,03055507;0
tt0075686;1977;0,004;0,038251425;0,038251425;0,015372585;0,147005823;0,147005823;1
tt0119925;1997;0,08;0,017650704;0,017650704;0,11609905;0,025615375;0,025615375;0
tt0446046;2006;0,03;0,034742066;0,065390493;0,03467389;0,040154753;0,075578093;1
tt0325703;2003;0,09;0,065653758;0,156453758;0,113947826;0,083123367;0,198084062;0
tt0183790;2001;0,041;0,056083966;0,100622586;0,053949684;0,07379786;0,132403823;0
tt0481141;2007;0,028;0,043107979;0,091665799;0,031459218;0,048433689;0,102990511;1
tt0113957;1995;0,022;0,050621733;0,110521733;0,033633148;0,077389465;0,168963355;1
tt0119468;1997;0,027;0,060527873;0,060527873;0,039183429;0,087840357;0,087840357;0
tt1182350;2010;0,015;0,003247816;0,034247816;0,016023478;0,00346942;0,036584608;1
tt0195685;2000;0,05;0,125548685;0,257805243;0,067645419;0,169855868;0,348786874;1
tt0848557;2007;0,00275;0,00095262;0,005394447;0,003089745;0,00107031;0,006060896;1
tt0221889;2000;0,05;0,019452138;0,055940671;0,067645419;0,026316961;0,075682603;1
tt1024744;2009;0,018;0;0,000627422;0,019543169;#VALUE!;0,000681212;0
tt1596343;2011;0,125;0,209837675;0,629841284;0,129461348;0,217326947;0,652320815;1
tt0164334;2001;0,028;0,074058698;0,105159085;0,036843687;0,097449838;0,138373157;1
tt1645170;2012;0,065;0,059650222;0,179379532;0,065951507;0,060523416;0,182005391;0
tt0117500;1996;0,075;0,134069511;0,336069511;0,111387369;0,199115335;0,499118651;0
tt0261392;2001;0,022;0,030059386;0,0337624;0,028948611;0,039553522;0,044426118;1
tt1560985;2012;0,001;0,053261944;0,101758489;0,001014639;0,054041622;0,103248087;1
tt0070707;1973;0,002;0,018344729;0,018344729;0,010487788;0,096197818;0,096197818;0
tt1742336;2011;0,00012;0,001597486;0,003090593;0,000124283;0,001654502;0,003200899;1
tt0332452;2004;0,15;0,133298577;0,484161265;0,184978932;0,164382856;0,597064223;0
tt0477348;2007;0,025;0,074273505;0,16405125;0,028088587;0,083449513;0,184318713;0
tt1504320;2010;0,015;0,138797449;0,430821166;0,016023478;0,148267855;0,460216888;1
tt1135503;2009;0,04;0,094125426;0,126646119;0,043429264;0,102194949;0,137503693;1
tt0119313;1998;0,03;0,060110313;0,081529;0,042873969;0,085905591;0,116515728;1
tt0283832;2002;0,008;0,003076425;0,042376425;0,010361434;0,003984522;0,054885065;1
tt0169547;1999;0,015;0,130058047;0,356258047;0,02097693;0,18188124;0,498213351;1
tt0120689;1999;0,06;0,136801374;0,290701374;0,083907722;0,191311527;0,406534833;0
tt0387564;2004;0,0012;0,055185045;0,103096345;0,001479831;0,068053804;0,127137678;0
tt0280760;2002;0,009;0,004777465;0,004777465;0,011656613;0,006187673;0,006187673;0
tt0080684;1980;0,023;0,29027196;0,53417196;0,065038661;0,820821721;1,510514303;0
tt0212712;2004;0,012;0,001442338;0,019202856;0,014798315;0,001778681;0,023680825;1
tt0241527;2001;0,125;0,31757555;0,974755371;0,164480745;0,417880504;1,282627914;1
tt0084726;1982;0,012;0,079912963;0,0968;0,028959216;0,192851397;0,233604343;0
tt1084950;2008;0,012;0,012796861;0,013326864;0,012987076;0,013849484;0,014423083;1
tt1532957;2009;0,0043;0,000199228;0,009791282;0,004668646;0,000216308;0,010630704;0
tt0371724;2005;0,045;0,051019112;0,104019112;0,053686491;0,060867491;0,124098247;0
tt1336608;2012;0,07;0,038518613;0,050118613;0,0710247;0,03908247;0,050852278;1
tt0783238;2006;0,0033;0,000019875;0,000019875;0,003814128;0,000022971;0,000022971;1
tt0238924;2002;0,012;0,001779284;0,001779284;0,015542151;0,002304492;0,002304492;0
tt1386703;2012;0,125;0,058877969;0,198615996;0,126829821;0,059739858;0,201523449;0
tt0289408;2002;0,025;0,011411644;0,016425701;0,03237948;0,014780124;0,021274227;1
tt0363988;2004;0,04;0,047958031;0,092111551;0,049327715;0,059141502;0,113591309;0
tt0427944;2005;0,0075;0,024793509;0,040016662;0,008947748;0,029579478;0,047741203;0
tt1279935;2010;0,055;0,098711404;0,152269033;0,058752751;0,105446665;0,16265863;1
tt0120630;2000;0,042;0,106793915;0,227793915;0,056822152;0,144482383;0,308184297;1
tt1535108;2013;0,12;0,093050117;0,286192091;0,12;0,093050117;0,286192091;1
tt0137523;1999;0,065;0,037030102;0,100853753;0,090900032;0,051785192;0,141040144;0
tt0337921;2004;0,045;0,03200362;0,061475984;0,055493679;0,039466636;0,075811746;1
tt0109254;1994;0,05;0,042586861;0,119180938;0,078583235;0,066932266;0,187312473;0
tt0368563;2008;0,025;0,010103647;0,014805812;0,027056408;0,010934736;0,016023683;1
tt0087469;1984;0,028;0,179880271;0,333080271;0,062760432;0,403191555;0,746580777;0
tt0108052;1993;0,025;0,096067179;0,321365567;0,040311473;0,154904378;0,51818877;1
tt0257076;2003;0,07;0,116877597;0,207154748;0,088626087;0,147977201;0,262275924;1
tt0421239;2005;0,026;0,057891803;0,095555805;0,031018861;0,069066839;0,114001241;1
tt0873886;2011;0,004;0,001065429;0,001065429;0,004142763;0,001103455;0,001103455;1
tt0102070;1991;0,065;0,017218916;0,017218916;0,111204624;0,029458817;0,029458817;1
tt0432291;2005;0,018;0,029511112;0,037048526;0,021474596;0,035207734;0,044200119;1
